primary_key,event_time,less_than_1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,bedrooms_per_household,encoded_locality
Mount Hermon,2024-01-27 08:14:27.928568064,0,0,0,0,1,201300.0,40-49,366,1.3715846994535519,806.0
Mount Hope,2024-01-27 08:14:27.928568064,0,0,0,0,1,87300.0,20-29,417,1.034051984356088,671.0
Mount Vernon,2024-01-27 08:14:27.928568064,0,1,0,0,0,70400.0,40-49,344,1.188953488372093,629.0
Mount Washington,2024-01-27 08:14:27.928568064,1,0,0,0,0,176700.0,30-39,514,1.0467204677158013,254.0
Mountain View,2024-01-27 08:14:27.928568064,0,0,0,0,1,97243.75,30-39,405,1.044613962409537,557.9375
Mulford Gardens,2024-01-27 08:14:27.928568064,0,0,0,1,0,188066.66666666666,30-39,414,1.0307713523898496,4.0
Muscupiabe,2024-01-27 08:14:27.928568064,0,1,0,0,0,87750.0,40-49,342,1.041596390063845,629.0
NE - Sterling,2024-01-27 08:14:27.928568064,0,1,0,0,0,110750.0,20-29,688,1.0225499123044992,629.5
Naples,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,40-49,486,1.1037671619007972,275.0
Natomas Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,131600.0,20-29,655,1.0183206106870228,604.0
Nena,2024-01-27 08:14:27.928568064,0,1,0,0,0,127500.0,30-39,350,0.9786995515695067,629.0
Nestor,2024-01-27 08:14:27.928568064,0,0,0,0,1,132500.0,10-19,534,1.017383499257447,671.0
New Horizons,2024-01-27 08:14:27.928568064,1,0,0,0,0,166050.0,20-29,407,1.0142205394809551,492.0
Newbury Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,270400.04347826086,10-19,455,1.0270865216106142,889.5217391304348
Newhall,2024-01-27 08:14:27.928568064,1,0,0,0,0,314320.2,10-19,632,1.1257090187235141,364.0
Newport Coast,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,20-29,576,1.0104166666666667,510.0
Niles,2024-01-27 08:14:27.928568064,1,0,0,0,0,265000.0,10-19,716,1.0283846901786244,12.0
Nimitz,2024-01-27 08:14:27.928568064,1,0,0,0,0,394900.0,20-29,351,1.0042750586636557,790.0
Nipton,2024-01-27 08:14:27.928568064,0,1,0,0,0,75000.0,0-9,56,1.3928571428571428,76.0
Noe Valley,2024-01-27 08:14:27.928568064,0,0,0,1,0,363000.0,40-49,608,1.0491590687087378,713.0
Norco Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,198800.0,20-29,307,1.0553745928338762,553.0
Norco Ridge Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,233500.0,10-19,228,1.3991228070175439,553.0
North & East,2024-01-27 08:14:27.928568064,0,0,0,1,0,138235.7142857143,40-49,348,1.0564747564990102,87.0
North Arroyo,2024-01-27 08:14:27.928568064,1,0,0,0,0,440750.75,20-29,435,1.0239721168831766,261.0
North Beach,2024-01-27 08:14:27.928568064,0,0,0,1,0,442500.6,40-49,621,1.1702471823674006,713.0
North Berkeley,2024-01-27 08:14:27.928568064,0,0,0,1,0,261718.18181818182,40-49,439,1.0433001110232596,0.0
North Broadway,2024-01-27 08:14:27.928568064,1,0,0,0,0,168433.33333333334,0-9,799,1.08767044098801,699.0
North Central,2024-01-27 08:14:27.928568064,1,0,0,0,0,192054.7619047619,30-39,511,1.0443607506639065,395.8095238095238
North City,2024-01-27 08:14:27.928568064,0,0,0,0,1,337000.0,0-9,983,1.0600203458799593,677.0
North Country,2024-01-27 08:14:27.928568064,0,1,0,0,0,133000.0,0-9,907,1.0308710033076074,601.0
North Country Meadows,2024-01-27 08:14:27.928568064,0,1,0,0,0,61633.333333333336,40-49,432,1.056774116176492,197.0
North Cow Creek,2024-01-27 08:14:27.928568064,0,1,0,0,0,133400.0,10-19,448,1.0700898319754082,817.0
North Haven,2024-01-27 08:14:27.928568064,0,1,0,0,0,75900.0,30-39,292,1.1486824818422945,600.0
North Hayward,2024-01-27 08:14:27.928568064,0,0,0,1,0,182150.0,30-39,410,1.0548645266813865,9.0
North Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,222305.26315789475,20-29,812,1.0360266314639497,254.0
North Hollywood,2024-01-27 08:14:27.928568064,1,0,0,0,0,235964.91228070174,30-39,534,1.041640366338954,254.02631578947367
North Long Beach,2024-01-27 08:14:27.928568064,1,0,0,0,0,161047.8260869565,30-39,503,1.0614718241737273,275.0
North Los Altos,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,376,1.0315913990664123,796.0
North Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,157156.25,30-39,521,1.0482114250544077,668.375
North Redlands,2024-01-27 08:14:27.928568064,0,1,0,0,0,112388.23529411765,10-19,517,1.0466054018400672,573.0
North Redondo,2024-01-27 08:14:27.928568064,1,0,0,0,0,337200.0,20-29,413,1.0410718553033385,347.0
North Sacramento,2024-01-27 08:14:27.928568064,0,1,0,0,0,91501.85185185185,20-29,534,1.040900216902691,595.0370370370371
North San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,148133.33333333334,30-39,381,1.2151438807499204,785.0
North State,2024-01-27 08:14:27.928568064,0,0,0,0,1,336680.0,30-39,449,0.86633017694672,772.0
North Stonehurst,2024-01-27 08:14:27.928568064,0,0,0,1,0,96800.0,40-49,236,1.0278832446655464,1.0
North Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,137000.0,10-19,638,1.0522923774952746,692.0
North Whisman,2024-01-27 08:14:27.928568064,0,0,0,1,0,267400.0,20-29,3052,1.0570117955439056,789.0
North of Montana,2024-01-27 08:14:27.928568064,1,0,0,0,0,488330.9,40-49,557,1.0639442233045837,268.0
Northeast,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,40-49,432,1.0579248257550615,268.0
Northeast Anaheim,2024-01-27 08:14:27.928568064,1,0,0,0,0,211335.48387096773,20-29,401,1.0351210886237254,488.16129032258067
Northeast Carmel,2024-01-27 08:14:27.928568064,0,0,0,0,1,366550.0,30-39,380,1.3003625445306868,467.0
Northeast Los Angeles,2024-01-27 08:14:27.928568064,1,0,0,0,0,186129.52380952382,30-39,445,1.0453850144882406,254.0
Northeast Torrance,2024-01-27 08:14:27.928568064,1,0,0,0,0,286866.6666666667,30-39,478,1.0266377343568716,271.8333333333333
Northgate,2024-01-27 08:14:27.928568064,0,0,0,1,0,207566.66666666666,10-19,1609,1.038163828006564,216.66666666666666
Northgate 2,2024-01-27 08:14:27.928568064,0,0,0,1,0,367700.0,20-29,1219,1.041017227235439,71.0
Northridge,2024-01-27 08:14:27.928568064,1,0,0,0,0,330132.67441860464,20-29,607,0.9825516863536085,254.0
Northridge Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,172950.0,10-19,334,1.0490208128482466,602.0
Northridge Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,159400.0,20-29,216,1.0116279069767442,531.0
Northside,2024-01-27 08:14:27.928568064,1,0,0,0,0,151809.0909090909,30-39,403,1.059879117964227,678.6363636363636
Northstar,2024-01-27 08:14:27.928568064,0,1,0,0,0,201800.0,10-19,2962,1.0155300472653612,974.0
Northwest,2024-01-27 08:14:27.928568064,1,0,0,0,0,212450.0,20-29,534,1.0764098062271474,492.0
Northwest Anaheim,2024-01-27 08:14:27.928568064,1,0,0,0,0,187906.4516129032,30-39,400,1.0503974481701646,488.0
Northwest Berkeley,2024-01-27 08:14:27.928568064,0,0,0,1,0,177380.0,40-49,364,1.059377105540624,0.0
Northwest Redlands,2024-01-27 08:14:27.928568064,0,1,0,0,0,136150.0,0-9,877,1.1560084901077547,573.0
Northwest Torrance,2024-01-27 08:14:27.928568064,1,0,0,0,0,269594.44444444444,30-39,374,1.0268432627859356,272.0
Northwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,279811.1111111111,10-19,404,1.0295536874677933,507.0
Northwood - Tara,2024-01-27 08:14:27.928568064,0,0,0,1,0,354200.0,30-39,121,0.9834710743801653,80.0
Norwood Tech,2024-01-27 08:14:27.928568064,0,1,0,0,0,67000.0,20-29,328,0.9847560975609756,595.0
Oak Brook Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,125600.0,20-29,294,0.9776920135735794,602.0
Oak Center,2024-01-27 08:14:27.928568064,0,0,0,1,0,112681.25,30-39,233,1.1244338807502408,1.0
Oak Creek,2024-01-27 08:14:27.928568064,1,0,0,0,0,160200.0,10-19,978,1.0920245398773005,507.0
Oak Knoll Golf Links,2024-01-27 08:14:27.928568064,0,0,0,1,0,153050.0,40-49,394,1.0609430116931344,1.0
Oak Manor,2024-01-27 08:14:27.928568064,1,0,0,0,0,246600.0,20-29,449,1.0289532293986636,388.0
Oak Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,115626.4705882353,30-39,395,1.0821076574733768,643.3823529411765
Oak Tree,2024-01-27 08:14:27.928568064,0,0,0,1,0,100420.0,40-49,357,1.0712090786070445,1.0
Oak View,2024-01-27 08:14:27.928568064,1,0,0,0,0,238175.0,10-19,596,1.0817740167005372,519.0
Oakland Ave - Harrison St,2024-01-27 08:14:27.928568064,0,0,0,1,0,183600.0,30-39,892,1.117464739709443,1.0
Oakmont,2024-01-27 08:14:27.928568064,1,0,0,0,0,309900.0,40-49,455,0.9934065934065934,260.0
Oakmont Village Association,2024-01-27 08:14:27.928568064,1,0,0,0,0,229033.33333333334,10-19,500,1.0738415667215297,867.0
Oakmore,2024-01-27 08:14:27.928568064,0,0,0,1,0,296400.0,50-59,224,0.9464285714285714,1.0
Oakridge,2024-01-27 08:14:27.928568064,0,1,0,0,0,55400.0,20-29,394,1.099326855366284,196.0
Ocean Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,215700.0,0-9,627,1.2328548644338118,692.0
Ocean Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,455000.25,30-39,617,1.0910034809579872,268.0
Ocean Terrace Professional Center,2024-01-27 08:14:27.928568064,0,0,0,0,1,87700.0,10-19,399,1.0776942355889725,692.0
Ocean View Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,98100.0,10-19,313,1.0702875399361023,671.0
Oceana,2024-01-27 08:14:27.928568064,0,0,0,0,1,94400.0,10-19,514,1.0555290086857023,692.0
Oceanview,2024-01-27 08:14:27.928568064,0,0,0,0,1,229800.0,40-49,316,1.0378137509759948,713.0
Ohlone,2024-01-27 08:14:27.928568064,1,0,0,0,0,258100.0,10-19,329,0.9969604863221885,785.0
Old Lakewood City,2024-01-27 08:14:27.928568064,1,0,0,0,0,242460.0,40-49,356,1.0314345438061676,275.0
Old Las Palmas,2024-01-27 08:14:27.928568064,0,1,0,0,0,500000.0,20-29,346,1.6242774566473988,582.0
Old Mountain View,2024-01-27 08:14:27.928568064,0,0,0,1,0,327985.71428571426,30-39,389,0.8819003631349778,789.0
Old North Davis,2024-01-27 08:14:27.928568064,0,1,0,0,0,165550.0,30-39,1152,1.0551091106437254,974.0
Old Palo Alto,2024-01-27 08:14:27.928568064,0,0,0,1,0,484825.875,40-49,320,1.0093881008260333,763.0
Old Poway,2024-01-27 08:14:27.928568064,1,0,0,0,0,203450.0,10-19,940,1.0413094853105798,686.0
Old Sacramento,2024-01-27 08:14:27.928568064,0,1,0,0,0,93800.0,30-39,147,1.129251700680272,595.0
Old San Leandro,2024-01-27 08:14:27.928568064,0,0,0,1,0,188866.66666666666,30-39,536,1.0044989846406318,4.0
Old Topanga,2024-01-27 08:14:27.928568064,1,0,0,0,0,448100.0,30-39,653,1.0566615620214395,257.0
Old Town,2024-01-27 08:14:27.928568064,0,0,0,0,1,265400.1666666667,40-49,229,1.1328011141540755,469.0
Old Town Torrance,2024-01-27 08:14:27.928568064,1,0,0,0,0,299077.77777777775,30-39,539,1.0972496099545677,272.0
Old Towne,2024-01-27 08:14:27.928568064,0,0,0,0,1,475433.8333333333,30-39,369,0.8561290088936525,520.0
Olde Stockdale,2024-01-27 08:14:27.928568064,0,1,0,0,0,176300.0,20-29,135,0.9555555555555556,196.0
Oleander/Sunset,2024-01-27 08:14:27.928568064,0,1,0,0,0,67300.0,30-39,428,1.062911929000961,196.0
Olive Drive area,2024-01-27 08:14:27.928568064,0,1,0,0,0,119800.0,10-19,661,1.0834658500396972,196.0
Olympus Pointe,2024-01-27 08:14:27.928568064,0,1,0,0,0,229600.0,0-9,1294,1.0571870170015456,530.0
Ontario Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,287875.0,20-29,347,1.1789980729232603,623.0
Opal Cliffs,2024-01-27 08:14:27.928568064,0,0,0,0,1,246000.0,20-29,803,1.0538420124107029,802.0
Orange County Great Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,162500.0,20-29,1056,1.0265151515151516,500.0
Orange Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,239800.0,30-39,887,1.007891770011274,748.0
Orangecrest,2024-01-27 08:14:27.928568064,0,1,0,0,0,187800.0,0-9,1453,1.2677219545767378,551.0
Orchard Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,87500.0,10-19,60,1.1333333333333333,507.0
Orchard Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,198700.0,10-19,973,1.0359712230215827,963.0
Orinda Downs,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,843,1.0391459074733096,80.0
Ormond Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,280000.0,10-19,71,0.9859154929577465,963.0
Oster,2024-01-27 08:14:27.928568064,1,0,0,0,0,230700.0,30-39,237,1.0928270042194093,785.0
Otay Mesa West,2024-01-27 08:14:27.928568064,0,0,0,0,1,130818.75,10-19,441,1.0139719384755594,671.0
Otay Ranch,2024-01-27 08:14:27.928568064,0,0,0,0,0,238700.0,0-9,869,1.072614191185918,678.0
Outer Mission,2024-01-27 08:14:27.928568064,0,0,0,1,0,264140.9090909091,40-49,417,1.005438845301926,713.0
Outer Sunset,2024-01-27 08:14:27.928568064,0,0,0,0,1,309390.0,40-49,417,0.9768172092380871,713.0
Overlook,2024-01-27 08:14:27.928568064,0,0,0,1,0,286775.0,30-39,366,1.0270390942997687,71.0
Pacheco,2024-01-27 08:14:27.928568064,0,1,0,0,0,109350.0,10-19,508,1.0936882178955298,815.0
Pacific,2024-01-27 08:14:27.928568064,0,1,0,0,0,98476.19047619047,30-39,452,1.0536066240590407,664.547619047619
Pacific - Edison,2024-01-27 08:14:27.928568064,1,0,0,0,0,233150.0,20-29,584,1.0569688432455864,260.0
Pacific Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,275655.0,20-29,448,1.1139470906800144,671.0
Pacific Heights,2024-01-27 08:14:27.928568064,0,0,0,1,0,493621.84210526315,40-49,645,1.0577065163518704,713.0
Pacific Palisades,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,30-39,528,1.0324826056484475,255.55555555555554
Pacoima,2024-01-27 08:14:27.928568064,1,0,0,0,0,147427.27272727274,30-39,326,1.0191111320201443,254.1818181818182
Palm City,2024-01-27 08:14:27.928568064,0,0,0,0,1,139100.0,20-29,342,1.040115963049483,671.0
Palm Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,276600.0,30-39,1265,0.9952569169960475,758.0
Palms,2024-01-27 08:14:27.928568064,1,0,0,0,0,342289.35714285716,30-39,658,1.0743592106112467,254.0
Palo Verde,2024-01-27 08:14:27.928568064,0,0,0,1,0,434650.0,30-39,573,1.0116577242233162,763.0
Palomar Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,20-29,524,0.9675572519083969,758.0
Panama Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,327675.0,20-29,484,1.029660047452664,790.0
Panorama,2024-01-27 08:14:27.928568064,0,1,0,0,0,103100.0,0-9,865,1.0277456647398844,815.0
Panorama City,2024-01-27 08:14:27.928568064,1,0,0,0,0,182880.0,20-29,677,1.0657146475560169,254.0
Paradise Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,131871.42857142858,30-39,523,1.031424671363666,671.0
Paradise Valley,2024-01-27 08:14:27.928568064,0,0,0,0,1,226300.0,40-49,397,1.0806045340050379,748.0
Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,65171.42857142857,30-39,273,1.0893322807358166,715.0
Park Estates,2024-01-27 08:14:27.928568064,0,0,0,0,1,467250.5,30-39,430,1.0577364867838501,275.0
Park Pacifica,2024-01-27 08:14:27.928568064,0,0,0,0,1,325800.0,20-29,2082,1.0172910662824208,750.0
Park Plaza,2024-01-27 08:14:27.928568064,0,0,0,1,0,100900.0,30-39,442,1.0136516144919507,87.0
Park Santiago,2024-01-27 08:14:27.928568064,1,0,0,0,0,240300.0,30-39,651,1.0061443932411673,492.0
Park Stockdale,2024-01-27 08:14:27.928568064,0,1,0,0,0,110700.0,10-19,831,1.075812274368231,196.0
Park West,2024-01-27 08:14:27.928568064,1,0,0,0,0,353950.0,40-49,267,0.9644961283806531,269.0
Parkland Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,133000.0,30-39,456,1.1030701754385965,595.0
Parkside,2024-01-27 08:14:27.928568064,0,0,0,0,1,302475.0,40-49,416,1.0507636516723542,713.0
Parkview,2024-01-27 08:14:27.928568064,1,0,0,0,0,189866.66666666666,20-29,420,1.053403184064636,795.0
Parkway,2024-01-27 08:14:27.928568064,0,1,0,0,0,90500.0,10-19,860,1.0813953488372092,595.0
Parkway Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,104650.0,20-29,624,1.0641739980449656,595.0
Patten,2024-01-27 08:14:27.928568064,0,0,0,1,0,134966.66666666666,40-49,515,1.0817558598793775,1.0
Peacock,2024-01-27 08:14:27.928568064,1,0,0,0,0,155000.0,0-9,550,1.004907674628469,692.0
Pebble Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,446883.5,20-29,368,1.2841500839964035,468.0
Pecan Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,139000.0,10-19,1169,1.0932420872540634,603.0
Pedley,2024-01-27 08:14:27.928568064,0,1,0,0,0,144566.66666666666,10-19,874,1.062356419465476,551.0
Pelanconi,2024-01-27 08:14:27.928568064,1,0,0,0,0,257400.0,40-49,282,1.0283687943262412,260.0
Perris Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,85800.0,30-39,428,1.0570724476091529,629.0
Peterson,2024-01-27 08:14:27.928568064,0,1,0,0,0,124700.0,10-19,1271,1.0479937057435091,531.0
Pico,2024-01-27 08:14:27.928568064,1,0,0,0,0,335345.45454545453,30-39,441,0.936701432788254,268.0
Pico - Robertson,2024-01-27 08:14:27.928568064,1,0,0,0,0,403883.5833333333,40-49,501,0.9887789510571222,254.0
Pico-Lowell,2024-01-27 08:14:27.928568064,1,0,0,0,0,152720.0,20-29,413,1.0246962108898416,492.0
Piedmont,2024-01-27 08:14:27.928568064,0,0,0,0,0,199375.0,20-29,366,1.0827857331885404,693.5
Piedmont Avenue,2024-01-27 08:14:27.928568064,0,0,0,1,0,230280.0,40-49,786,1.039339909171448,1.0
Piedmont Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,243200.0,20-29,310,1.0290322580645161,785.0
Piedmont Pines,2024-01-27 08:14:27.928568064,0,0,0,1,0,359900.0,30-39,280,1.015213473829482,1.0
Pinacate,2024-01-27 08:14:27.928568064,0,1,0,0,0,104200.0,0-9,1290,1.0689922480620155,555.0
Pinehurst,2024-01-27 08:14:27.928568064,1,0,0,0,0,284766.6666666667,10-19,406,1.0029644111797906,785.0
Pippo,2024-01-27 08:14:27.928568064,0,1,0,0,0,154600.0,10-19,480,1.0508684863523574,61.0
Pismo Heights,2024-01-27 08:14:27.928568064,1,0,0,0,0,275000.0,0-9,1197,1.2046783625730995,737.0
Playa del Rey,2024-01-27 08:14:27.928568064,1,0,0,0,0,428400.5,20-29,789,1.1827363138851916,254.0
Plaza,2024-01-27 08:14:27.928568064,1,0,0,0,0,235245.45454545456,30-39,316,1.0090156704521374,275.0
Plaza Del Rey,2024-01-27 08:14:27.928568064,1,0,0,0,0,183533.33333333334,20-29,724,0.984232834787389,790.0
Pleasant Grove,2024-01-27 08:14:27.928568064,0,1,0,0,0,169300.0,0-9,3112,1.143637532133676,530.0
Pleasant Valley Estates,2024-01-27 08:14:27.928568064,0,0,0,0,1,205400.0,10-19,984,1.0365853658536586,963.0
Pleasant Valley Villlage,2024-01-27 08:14:27.928568064,0,0,0,0,1,179866.66666666666,20-29,303,0.9747248179324259,963.0
Point Loma,2024-01-27 08:14:27.928568064,0,0,0,0,1,286113.4,30-39,485,1.042166018695235,671.0
Point Loma Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,218175.0,20-29,438,0.9303907984828919,671.0
Point Richmond,2024-01-27 08:14:27.928568064,0,0,0,1,0,269800.0,10-19,676,1.051775147928994,87.0
Polk Gulch,2024-01-27 08:14:27.928568064,0,0,0,1,0,261428.7142857143,40-49,932,1.0901851599140475,713.0
Polo Grounds,2024-01-27 08:14:27.928568064,0,1,0,0,0,91600.0,10-19,178,1.0577540106951873,196.0
Poly High,2024-01-27 08:14:27.928568064,0,0,0,0,1,127771.42857142857,30-39,433,1.0671352194548755,275.0
Ponderosa Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,329257.14285714284,20-29,621,0.8909625346033556,790.0
Port of Long Beach,2024-01-27 08:14:27.928568064,0,0,0,0,1,293750.5,20-29,221,0.9691901408450704,275.0
Porter Ranch,2024-01-27 08:14:27.928568064,1,0,0,0,0,341200.0,0-9,1089,1.056932966023875,254.0
Portola,2024-01-27 08:14:27.928568064,0,0,0,1,0,254883.33333333334,30-39,414,1.054718144960742,713.0
Portola Valley Ranch,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,30-39,223,0.9730941704035875,764.0
Potrero Hill,2024-01-27 08:14:27.928568064,0,0,0,1,0,259657.14285714287,40-49,487,1.0641537480230938,713.0
Prescott,2024-01-27 08:14:27.928568064,0,0,0,1,0,76057.14285714286,40-49,139,1.1982032903206457,1.0
Presidio Heights,2024-01-27 08:14:27.928568064,0,0,0,1,0,485000.8,50-59,383,1.0447805447430327,713.0
Presidio of San Francisco,2024-01-27 08:14:27.928568064,0,0,0,1,0,494110.8,50-59,473,1.0469562181976262,713.0
Produce and Waterfront,2024-01-27 08:14:27.928568064,0,0,0,1,0,143766.66666666666,40-49,92,1.0119616468288195,1.0
Pruneyard / Dry Creek,2024-01-27 08:14:27.928568064,1,0,0,0,0,288200.0,30-39,442,0.9886877828054299,786.0
Pullman,2024-01-27 08:14:27.928568064,0,0,0,1,0,98466.66666666667,30-39,490,1.099697887092361,87.0
Quail Hollow,2024-01-27 08:14:27.928568064,0,1,0,0,0,134600.0,0-9,953,1.1154249737670514,612.0
Quailwood,2024-01-27 08:14:27.928568064,0,1,0,0,0,123400.0,10-19,1092,1.021978021978022,196.0
Quito Village,2024-01-27 08:14:27.928568064,1,0,0,0,0,394000.3333333333,30-39,438,1.0296965009836299,794.0
Raley Industrial Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,49800.0,20-29,445,1.1123595505617978,595.0
Ramona,2024-01-27 08:14:27.928568064,0,1,0,0,0,136909.0909090909,20-29,604,1.0415111354151465,594.2727272727273
Ranch Avenue Village,2024-01-27 08:14:27.928568064,0,1,0,0,0,130500.0,20-29,346,1.0491329479768785,531.0
Rancho Bernardo,2024-01-27 08:14:27.928568064,1,0,0,0,0,228111.53846153847,10-19,614,1.0705267318882585,671.0
Rancho Del Palmas,2024-01-27 08:14:27.928568064,0,1,0,0,0,131766.66666666666,20-29,536,1.0449807174677526,602.0
Rancho Diablo,2024-01-27 08:14:27.928568064,0,1,0,0,0,225000.0,50-59,29,1.5172413793103448,604.0
Rancho Dominguez,2024-01-27 08:14:27.928568064,1,0,0,0,0,203500.0,10-19,1493,0.9973208305425318,76.0
Rancho Fontana,2024-01-27 08:14:27.928568064,0,1,0,0,0,141000.0,0-9,1555,1.1363344051446946,626.0
Rancho Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,469934.0,40-49,299,1.001501839571899,254.0
Rancho Peñasquitos,2024-01-27 08:14:27.928568064,1,0,0,0,0,221020.0,10-19,557,1.0521518737666617,671.0
Rancho Rinconada,2024-01-27 08:14:27.928568064,1,0,0,0,0,286466.6666666667,30-39,710,1.0446815607301083,795.0
Rancho San Clemente,2024-01-27 08:14:27.928568064,0,0,0,0,1,350050.0,0-9,764,1.103010188815924,502.0
Rancho San Joaquin,2024-01-27 08:14:27.928568064,1,0,0,0,0,283925.0,10-19,393,1.0446455627705626,507.0
Rancho West,2024-01-27 08:14:27.928568064,0,1,0,0,0,111500.0,10-19,1150,1.0643478260869565,629.0
Rancho del Rey,2024-01-27 08:14:27.928568064,0,0,0,0,1,281700.0,0-9,42,0.9761904761904762,678.0
Rancho\Del Rey II,2024-01-27 08:14:27.928568064,0,0,0,0,1,290500.0,10-19,145,0.9793103448275862,678.0
Rancho\Del Rey III,2024-01-27 08:14:27.928568064,0,0,0,0,1,221600.0,0-9,1005,0.9711442786069652,678.0
Ray Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,431666.6666666667,40-49,458,1.0513476577133856,752.0
Redwood Heights,2024-01-27 08:14:27.928568064,0,0,0,1,0,211337.5,40-49,326,1.0391496477333704,1.0
Redwood Oaks,2024-01-27 08:14:27.928568064,0,0,0,0,1,254100.0,20-29,1134,1.064037780556059,758.0
Redwood Shores,2024-01-27 08:14:27.928568064,0,0,0,1,0,330200.0,10-19,562,1.0409725788356068,757.6666666666666
Redwood Village,2024-01-27 08:14:27.928568064,0,0,0,1,0,225000.0,20-29,861,1.099883855981417,758.0
Reseda,2024-01-27 08:14:27.928568064,1,0,0,0,0,210513.9534883721,30-39,584,0.991618710804369,254.0
Rexland Acres,2024-01-27 08:14:27.928568064,0,1,0,0,0,54750.0,30-39,339,1.0394654727988062,196.0
Rheem Valley Manor,2024-01-27 08:14:27.928568064,0,0,0,1,0,454100.0,10-19,657,1.0441400304414004,78.0
Rialto Airport,2024-01-27 08:14:27.928568064,0,1,0,0,0,130850.0,0-9,1038,1.0645240548466355,627.0
Richmond Annex,2024-01-27 08:14:27.928568064,0,0,0,1,0,185525.0,30-39,583,1.0168110535623733,87.0
Richmond District,2024-01-27 08:14:27.928568064,0,0,0,1,0,352520.06666666665,40-49,580,1.054312320903018,713.0
Ridgecrest,2024-01-27 08:14:27.928568064,0,1,0,0,0,189250.0,10-19,365,1.068937048503612,602.0
Ridgecrest Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,70200.0,10-19,487,0.9917864476386037,215.0
Ridgeview,2024-01-27 08:14:27.928568064,0,1,0,0,0,120100.0,10-19,1163,1.125537403267412,815.0
Riebli-Wallace Neighborhood Group,2024-01-27 08:14:27.928568064,1,0,0,0,0,330900.0,10-19,769,1.0793237971391418,867.0
Rio Lindo,2024-01-27 08:14:27.928568064,0,0,0,0,1,197100.0,20-29,790,1.0329113924050632,963.0
River Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,156700.0,10-19,233,1.1158798283261802,612.0
Rivergreen Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,91900.0,10-19,510,1.035294117647059,598.0
Riverpark,2024-01-27 08:14:27.928568064,0,0,0,0,1,150900.0,10-19,235,1.090564894744813,963.0
Riverside Airport,2024-01-27 08:14:27.928568064,0,1,0,0,0,111920.0,30-39,406,1.0976587960381203,551.0
Riverside Bluffs,2024-01-27 08:14:27.928568064,0,1,0,0,0,249400.0,10-19,667,1.0329835082458771,602.0
Riverside Rancho,2024-01-27 08:14:27.928568064,1,0,0,0,0,250200.0,30-39,628,1.058691688828675,260.0
Riverview,2024-01-27 08:14:27.928568064,0,0,0,0,0,133625.0,30-39,508,1.0325075831662012,561.25
